entry_id,age,pay_schedule,home_owner,income,months_employed,years_employed,current_address_year,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_4,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed
6889184,56,bi-weekly,0,3555,0,8,8,6,2,1,900,64500,0.640915126,0.869770156,0.699680469,0.706527329,0.752686,0.452686,10,1
6817588,24,bi-weekly,0,2135,5,1,3,3,2,1,1000,63000,0.549034454,0.739686209,0.484734375,0.558979388,0.454199,0.454199,8,1
6235249,50,bi-weekly,0,3700,0,2,6,2,1,1,500,2800,0.467041176,0.809312713,0.624903906,0.621840535,0.4628229999999999,0.4628229999999999,16,1
8149720,61,bi-weekly,0,6110,0,6,5,2,4,0,900,76350,0.739293277,0.958587718,0.717289063,0.816048315,0.495346,0.495346,2,1
9375601,29,bi-weekly,0,1515,6,1,0,5,2,1,400,56600,0.744604202,0.852992009,0.340332813,0.533660885,0.374144,0.374144,6,0
7611317,58,weekly,1,3675,0,10,10,2,0,1,400,29150,0.691880672,0.833958071,0.7659117190000001,0.754194294,0.8247770000000001,0.624777,9,1
8515555,36,bi-weekly,0,1520,9,3,5,9,4,1,900,35600,0.647352941,0.879915604,0.5753625,0.613068177,0.7163149999999999,0.616315,9,1
4083808,42,semi-monthly,0,4780,10,1,1,6,3,1,400,35400,0.539069748,0.867716376,0.30284453100000003,0.506524933,0.61838,0.61838,8,1
1403171,62,bi-weekly,0,3240,1,6,6,3,6,1,1200,68650,0.720442017,0.8127132340000001,0.647686719,0.733741147,0.446364,0.446364,4,0
8079784,40,bi-weekly,0,3105,4,3,4,5,4,1,600,53800,0.646738655,0.896716197,0.598545313,0.6858380159999999,0.5329470000000001,0.632947,2,1
3884169,35,weekly,1,5220,1,5,5,8,3,1,900,62350,0.669209244,0.8810603340000001,0.504127344,0.648169588,0.5356069999999999,0.735607,6,0
2868841,66,monthly,0,3625,0,6,4,1,2,0,1050,61000,0.531936134,0.909195996,0.34643125,0.597690026,0.449328,0.5493279999999999,15,1
3470965,37,bi-weekly,1,4499,0,5,8,2,4,0,700,63500,0.7157050420000001,0.825035913,0.496419531,0.6469066139999999,0.734796,0.434796,4,1
1519375,31,bi-weekly,0,2740,0,1,1,2,3,1,500,67350,0.676912605,0.762098222,0.42185,0.543713329,0.48102,0.48102,9,1
7769592,48,bi-weekly,0,3635,0,3,2,2,4,1,900,48350,0.646337815,0.8081792059999999,0.559528906,0.755585618,0.444159,0.644159,3,0
4218775,53,monthly,0,1735,0,4,2,1,2,1,600,58350,0.6249436970000001,0.854215299,0.578204688,0.754923327,0.505423,0.6054229999999999,6,1
7290744,50,bi-weekly,0,3165,0,2,2,2,2,1,700,87550,0.636430252,0.8553151370000001,0.652360938,0.8223939840000001,0.808443,0.508443,7,0
1364529,46,weekly,1,3005,0,3,10,1,5,1,700,54100,0.585051261,0.925996588,0.519169531,0.78235962,0.568509,0.468509,4,0
6502470,24,bi-weekly,0,1580,2,6,3,5,3,1,1100,68000,0.689933613,0.8666165379999999,0.539551562,0.556243802,0.499055,0.699055,7,0
2881357,49,bi-weekly,0,1875,0,0,0,3,3,1,350,68200,0.753667227,0.929251212,0.645728125,0.896080248,0.726708,0.726708,5,0
6398494,49,weekly,0,2750,0,7,4,2,7,1,400,54950,0.737646218,0.960798617,0.734664062,0.773503407,0.659954,0.659954,6,0
7048193,23,bi-weekly,0,2265,2,2,1,3,7,1,400,67350,0.7788226890000001,0.8946399709999999,0.513208594,0.7848787209999999,0.447938,0.447938,4,1
3769730,47,bi-weekly,0,3798,5,3,3,6,5,1,550,37050,0.7860142859999999,0.882126504,0.643919531,0.72769753,0.787157,0.787157,11,1
5262916,33,semi-monthly,0,2000,0,2,0,2,3,1,500,38300,0.752766387,0.905862812,0.6590367189999999,0.741448192,0.782007,0.882007,8,0
7581828,44,weekly,0,1730,0,6,4,1,3,1,600,47550,0.680268067,0.874292961,0.7393515620000001,0.674746785,0.453141,0.753141,5,1
5815308,33,weekly,1,2645,0,3,1,2,3,1,700,78550,0.685623529,0.975399533,0.7921414059999999,0.992600142,0.7476550000000001,0.647655,7,1
2817073,62,bi-weekly,0,2455,8,5,5,5,3,1,700,90150,0.8035563029999999,0.97653304,0.799046094,0.912816353,0.820434,0.920434,4,1
3344880,27,bi-weekly,0,2270,0,2,2,3,3,1,1350,76050,0.7860268909999999,0.838368648,0.5724320310000001,0.706672793,0.775379,0.575379,9,1
2958721,43,semi-monthly,1,4715,0,2,8,2,2,0,2400,84650,0.8255705879999999,0.944963189,0.7059140629999999,0.690722196,0.738059,0.838059,2,0
5190815,41,bi-weekly,0,1760,5,0,5,6,3,1,600,41450,0.586263025,0.884539415,0.32745,0.582222884,0.690358,0.690358,8,0
2291906,58,bi-weekly,1,5185,3,3,8,3,3,1,900,61950,0.7096815129999999,0.9316529,0.595639063,0.907251057,0.623103,0.7231029999999999,6,0
4797409,55,bi-weekly,1,3265,0,6,8,3,3,1,700,46850,0.6237109239999999,0.874281738,0.4672875,0.495925714,0.548545,0.548545,6,1
8700190,41,weekly,1,2765,0,2,7,6,1,1,600,41850,0.6339815129999999,0.959575328,0.784714063,0.852513667,0.571946,0.571946,7,1
8232654,64,monthly,1,6745,0,6,2,7,4,1,600,50250,0.6811218490000001,0.858704435,0.614124219,0.819059427,0.751827,0.751827,10,0
9345905,46,bi-weekly,0,4548,0,3,3,2,4,1,2000,72400,0.598292437,0.900184055,0.617605469,0.753998345,0.591933,0.391933,23,1
6017637,51,bi-weekly,1,1890,5,1,4,1,8,1,800,90000,0.7076176470000001,0.953021189,0.80895625,0.950111708,0.71801,0.91801,6,0
9071675,58,bi-weekly,0,3125,0,2,0,1,9,0,700,70850,0.724268067,0.921462561,0.776829687,0.960331864,0.580398,0.680398,4,0
5490466,19,bi-weekly,1,3775,0,1,2,1,2,1,500,53650,0.637627731,0.73079772,0.657499219,0.6553444039999999,0.4481060000000001,0.5481060000000001,6,1
2843337,48,semi-monthly,0,4635,0,7,9,3,2,1,1200,61900,0.7688411759999999,0.980909948,0.6277890629999999,0.757727367,0.582855,0.782855,7,1
2718414,35,weekly,0,5260,0,2,7,6,2,1,700,71650,0.762060504,0.80467768,0.6421726560000001,0.785765198,0.517257,0.517257,8,0
2154744,37,weekly,0,3595,0,2,5,2,8,1,1100,70600,0.7861420170000001,0.90135123,0.71635,0.871608862,0.755791,0.755791,4,1
3222253,24,weekly,0,2035,3,6,6,11,9,1,500,54100,0.6939773109999999,0.956354372,0.650723438,0.972201757,0.581596,0.8815959999999999,10,0
5867020,46,weekly,0,3035,0,5,6,3,3,1,500,56550,0.663416807,0.887782816,0.363150781,0.69716798,0.612984,0.512984,6,1
3618715,40,monthly,1,3780,0,6,11,0,0,1,800,52850,0.71177563,0.8799043809999999,0.430792969,0.774488286,0.7460140000000001,0.6460140000000001,6,1
3738863,34,weekly,0,1520,0,6,2,1,3,0,450,44600,0.846243697,0.890139612,0.63191875,0.712851607,0.623151,0.723151,2,1
1164716,62,weekly,1,6770,1,3,1,1,3,1,700,86200,0.662089916,0.863182349,0.6372875,0.7962711490000001,0.809772,0.809772,7,1
9056321,36,weekly,0,4060,0,1,4,4,7,1,2900,71800,0.635665546,0.88108278,0.605789063,0.7756639809999999,0.760009,0.460009,3,1
4311351,41,bi-weekly,0,1560,0,3,2,5,2,1,800,60900,0.543066387,0.8497261629999999,0.608121875,0.76117145,0.5848180000000001,0.684818,4,1
1213384,58,monthly,1,3860,0,4,4,3,2,1,1200,63900,0.786551261,0.904684414,0.668650781,0.6897398840000001,0.7483069999999999,0.448307,11,1
3786494,57,bi-weekly,1,2620,0,1,10,1,4,0,400,52700,0.634643697,0.860836775,0.556751563,0.589693763,0.5709310000000001,0.5709310000000001,11,0
9153892,33,bi-weekly,1,6560,0,3,2,5,2,1,400,30450,0.7318806720000001,0.932775184,0.492735938,0.8180694140000001,0.556111,0.656111,12,1
4857902,19,monthly,0,3390,9,2,1,1,3,0,600,42550,0.493293277,0.858625875,0.344771875,0.579836412,0.7564569999999999,0.656457,12,0
2649891,42,semi-monthly,1,2150,0,7,9,5,1,1,600,52150,0.642596639,0.8565047579999999,0.381361719,0.657470751,0.640947,0.640947,3,1
9217393,41,bi-weekly,0,6120,0,2,8,2,10,1,900,59700,0.8633764709999999,0.839648052,0.657094531,0.827694877,0.588167,0.688167,6,0
5627791,52,monthly,1,3550,0,6,6,2,6,1,1100,56900,0.7576226890000001,0.859748159,0.627063281,0.6957390059999999,0.471741,0.471741,8,0
3192100,42,bi-weekly,1,3325,5,3,3,3,2,1,800,68250,0.7648394959999999,0.8979170409999999,0.558355469,0.766252435,0.425807,0.525807,5,1
9862875,41,bi-weekly,0,5185,1,3,3,3,8,1,1100,47900,0.715057983,0.947420991,0.6886875,0.796669037,0.578785,0.6787850000000001,10,0
1401385,25,bi-weekly,1,4565,0,3,0,2,3,1,900,77050,0.774666387,0.8081567609999999,0.466794531,0.631940041,0.552686,0.552686,5,0
4838692,32,bi-weekly,0,2640,5,0,0,5,2,1,1000,59600,0.735910084,0.8699384990000001,0.494903906,0.7366273309999999,0.7026789999999999,0.7026789999999999,8,1
2699043,28,bi-weekly,0,1520,0,3,2,3,3,1,600,84950,0.7206941179999999,0.800345663,0.511032031,0.5564876679999999,0.742486,0.8424860000000001,6,0
1510791,46,bi-weekly,1,6155,10,0,10,6,4,1,600,51100,0.599121008,0.7979439759999999,0.647611719,0.6945975390000001,0.8708299999999999,0.67083,9,1
6311037,36,semi-monthly,1,2295,4,4,7,2,1,1,550,21150,0.26926974800000003,0.756464356,0.351736719,0.7715191020000001,0.454607,0.454607,9,1
3385813,52,weekly,0,4515,0,6,2,2,2,0,800,67350,0.642847899,0.8833610159999999,0.606707812,0.814941074,0.6302770000000001,0.6302770000000001,6,1
7004468,41,bi-weekly,1,9323,0,5,1,2,5,1,500,56750,0.378892437,0.890150835,0.462895313,0.704372745,0.588435,0.4884350000000001,7,0
8669237,42,weekly,0,4695,0,4,3,0,0,1,525,52950,0.7428789920000001,0.800267104,0.794920312,0.678639241,0.5304399999999999,0.63044,2,1
1665640,38,bi-weekly,1,6240,0,4,4,2,4,0,3600,76050,0.674536975,0.8596808220000001,0.642971094,0.684907044,0.46942,0.56942,2,1
5706018,24,weekly,1,1850,6,1,1,4,1,0,600,51700,0.81327563,0.87333902,0.72861875,0.805603117,0.4905270000000001,0.4905270000000001,8,1
8884442,23,bi-weekly,1,3265,0,2,1,1,4,1,700,67800,0.78069916,0.95519842,0.721139062,0.787945453,0.680081,0.5800810000000001,6,1
4502821,49,bi-weekly,1,5050,0,6,6,2,7,0,2700,78650,0.635122689,0.93955378,0.590900781,0.91631691,0.535442,0.6354420000000001,2,1
2629825,34,bi-weekly,1,3250,0,3,2,2,3,0,900,51100,0.631205042,0.884494523,0.601403125,0.777503677,0.588475,0.788475,6,0
9839345,42,bi-weekly,1,2790,0,7,2,2,3,1,650,61250,0.808312605,0.88108278,0.494742969,0.701543035,0.730314,0.5303140000000001,4,1
1934688,42,bi-weekly,0,5605,0,5,2,2,3,0,900,52150,0.406122689,0.95519842,0.532944531,0.6703631729999999,0.7219939999999999,0.521994,4,1
8258904,48,bi-weekly,1,4780,6,0,3,1,2,1,700,48100,0.797761345,0.851993177,0.629121875,0.6979620440000001,0.788017,0.488017,3,0
6899559,40,bi-weekly,0,2715,0,10,3,0,0,1,1200,62400,0.7192512609999999,0.897860927,0.624479687,0.738605647,0.691188,0.791188,4,1
8262054,47,bi-weekly,1,4700,0,3,1,1,3,1,600,61800,0.772633613,0.869972167,0.498302344,0.586479001,0.6500319999999999,0.7500319999999999,4,1
5983465,41,bi-weekly,0,5195,0,1,7,3,8,1,1200,63550,0.8172159659999999,0.921574789,0.5274625,0.7449547390000001,0.519763,0.8197629999999999,5,0
3337988,46,bi-weekly,1,6000,0,3,1,1,3,0,1900,82950,0.624726891,0.875404022,0.7412289059999999,0.8028649640000001,0.7917029999999999,0.491703,5,1
1656355,41,semi-monthly,0,5010,0,6,1,4,8,1,3000,80700,0.7595411759999999,0.983311636,0.5987296879999999,0.868845894,0.546637,0.746637,3,1
6494782,44,semi-monthly,1,5933,0,2,2,2,2,1,1200,74050,0.534906723,0.851858502,0.482769531,0.7373366840000001,0.556316,0.456316,7,1
3800876,38,bi-weekly,0,2580,0,2,0,2,3,1,700,55800,0.657710084,0.967599659,0.592947656,0.835654346,0.614114,0.714114,6,1
5208972,35,bi-weekly,0,2450,0,4,1,6,4,1,500,30900,0.640714286,0.8037125159999999,0.494575781,0.632423496,0.609751,0.609751,12,1
1277624,27,weekly,1,2490,8,8,8,4,2,1,600,42750,0.72964958,0.914740079,0.658280469,0.8442709709999999,0.650844,0.550844,20,1
5646177,47,weekly,0,5290,0,4,2,2,5,1,2500,69200,0.755218487,0.855191686,0.643690625,0.799336169,0.61039,0.8103899999999999,5,1
2124770,24,bi-weekly,0,2050,0,6,1,6,4,1,500,61750,0.782109244,0.866549201,0.475089063,0.6990222229999999,0.719201,0.8192010000000001,6,1
3381898,50,bi-weekly,0,3275,0,4,2,4,2,1,500,53150,0.7196663870000001,0.824968576,0.644135938,0.728906596,0.713543,0.6135430000000001,2,0
2795644,43,bi-weekly,1,6230,0,1,1,2,3,0,800,50350,0.763686555,0.8036451790000001,0.425508594,0.603829478,0.408179,0.708179,3,0
6776905,25,bi-weekly,1,2255,5,1,2,3,3,1,1300,79200,0.773413445,0.958598941,0.66849375,0.840921012,0.7076640000000001,0.7076640000000001,5,0
2329716,39,bi-weekly,0,3285,0,1,1,2,1,1,1000,68700,0.572105042,0.8989944329999999,0.461496094,0.546822844,0.5830270000000001,0.5830270000000001,5,0
6378268,30,bi-weekly,0,2730,0,2,1,2,4,0,700,60750,0.665710924,0.757541749,0.67126875,0.653286511,0.628742,0.628742,4,1
9234410,38,monthly,1,3680,0,10,9,1,3,0,2700,77750,0.519691597,0.8654156940000001,0.187145313,0.432533194,0.499137,0.599137,2,1
2690012,37,bi-weekly,0,3266,0,2,2,5,1,1,400,65400,0.706912605,0.905773029,0.590674219,0.889715754,0.878984,0.578984,5,1
6428253,34,monthly,0,3075,0,2,0,2,2,0,700,71500,0.6228815129999999,0.7732649490000001,0.6288859379999999,0.667263071,0.488685,0.588685,21,1
3407920,43,monthly,1,8165,0,3,1,3,2,1,1300,45700,0.661782353,0.8070905909999999,0.567461719,0.5107348429999999,0.4263020000000001,0.726302,5,0
6892812,55,monthly,0,3670,0,2,2,6,4,1,900,42750,0.686006723,0.939385437,0.425235156,0.693752134,0.849046,0.649046,10,0
1533395,75,monthly,0,3095,5,3,3,4,2,0,700,53150,0.619986555,0.929464446,0.670602344,0.645893498,0.729224,0.629224,13,0
1425120,55,weekly,0,2055,2,3,1,0,0,1,800,70800,0.694332773,0.793454839,0.785682812,0.7110581159999999,0.6931390000000001,0.4931390000000001,6,1
2437855,50,weekly,0,3220,0,6,1,7,4,1,850,63550,0.668793277,0.905773029,0.700921875,0.973135296,0.785353,0.585353,8,1
9371990,45,monthly,0,2760,0,3,2,2,5,1,400,79450,0.743087395,0.8687601009999999,0.494332813,0.556877855,0.642256,0.8422559999999999,6,0
8502509,41,bi-weekly,0,3185,0,6,8,6,4,1,800,51700,0.758644538,0.849569043,0.436085156,0.6119549470000001,0.702959,0.702959,7,1
8358375,53,bi-weekly,1,5250,0,2,0,11,1,1,700,74800,0.7989285709999999,0.8552478000000001,0.38141875,0.557789147,0.696058,0.596058,12,0
8858967,40,weekly,0,2735,0,1,10,1,2,1,900,61050,0.593923529,0.851993177,0.388678906,0.709799422,0.429159,0.629159,3,1
5523257,27,monthly,1,2595,2,0,6,7,4,1,600,50850,0.6908487390000001,0.939463997,0.4897125,0.783308562,0.7834770000000001,0.583477,11,0
7793931,46,weekly,1,3230,10,2,3,11,4,0,400,87050,0.721967227,0.867716376,0.6875882809999999,0.758423885,0.581619,0.681619,3,0
2186969,36,bi-weekly,0,2225,0,1,2,6,3,1,550,40750,0.75072521,0.901373676,0.6491289060000001,0.808673271,0.699652,0.499652,5,1
7130906,31,bi-weekly,1,1735,0,6,6,2,4,0,400,82450,0.749821008,0.8912731190000001,0.401067969,0.588121892,0.753672,0.453672,4,0
8005018,40,weekly,1,2745,0,2,2,2,7,1,400,80350,0.781907563,0.975410756,0.7311109379999999,0.988429592,0.907785,0.907785,6,1
6978621,19,weekly,0,2205,10,0,1,6,4,1,900,60200,0.749763025,0.903449901,0.685808594,0.899677497,0.604733,0.804733,8,0
8739167,29,monthly,1,1505,4,2,1,6,2,1,1100,50250,0.705418487,0.8216578379999999,0.536471094,0.576667,0.459751,0.559751,3,0
8915558,56,weekly,0,1520,5,3,2,7,4,1,900,64350,0.68090084,0.863238463,0.759571875,0.7011331679999999,0.8029970000000001,0.502997,3,1
5296882,29,bi-weekly,1,2245,6,1,3,2,5,1,400,73950,0.678409244,0.896828425,0.644570313,0.903404808,0.755601,0.555601,5,0
9260893,38,weekly,1,5020,0,6,2,6,4,1,400,48500,0.672515966,0.919173101,0.677583594,0.809121643,0.655638,0.755638,4,0
6128590,55,weekly,0,4165,0,3,0,3,2,1,425,52700,0.677441176,0.872183067,0.6108304689999999,0.8430054309999999,0.770093,0.470093,6,1
6989789,51,bi-weekly,0,3625,10,6,4,9,6,1,500,46500,0.674942017,0.8284364340000001,0.465709375,0.786422355,0.467866,0.567866,6,1
1890237,46,bi-weekly,0,1775,0,2,2,4,1,0,1000,70650,0.595947899,0.910273388,0.458298438,0.7614324309999999,0.718644,0.618644,10,0
8846477,41,semi-monthly,0,2520,0,3,3,2,3,0,600,54400,0.7746773109999999,0.8643495240000001,0.636289063,0.692845121,0.536742,0.636742,10,1
5032836,31,bi-weekly,1,5265,0,5,6,1,4,0,700,33000,0.479334454,0.84849165,0.331080469,0.59037659,0.395115,0.495115,7,0
2350369,46,bi-weekly,0,2645,0,3,2,5,3,1,900,66850,0.731947899,0.8776934820000001,0.697466406,0.8889062879999999,0.5710609999999999,0.8710610000000001,10,0
5770277,44,bi-weekly,0,3780,0,2,1,2,3,1,700,53200,0.719961345,0.858592207,0.416525781,0.7116339840000001,0.435311,0.635311,8,1
4378557,25,bi-weekly,1,4290,0,3,8,4,2,1,900,49350,0.388364706,0.865404471,0.408944531,0.612990311,0.427974,0.427974,10,1
6920639,42,bi-weekly,1,5140,0,2,2,6,3,1,900,75800,0.7172714290000001,0.980977285,0.668092969,0.808581714,0.746323,0.446323,4,1
9706797,32,bi-weekly,0,1700,0,6,2,2,3,1,400,64700,0.723157983,0.973222302,0.711921094,0.914691132,0.917182,0.917182,6,0
6313574,32,weekly,0,4595,0,7,3,2,2,0,700,55100,0.645722689,0.748675705,0.652596875,0.6623540760000001,0.71558,0.51558,5,1
9129594,30,weekly,1,3100,0,1,2,3,2,0,700,51950,0.732693277,0.952897737,0.561872656,0.812260251,0.594795,0.794795,4,1
9663676,28,semi-monthly,0,2730,5,1,0,4,2,1,700,59150,0.7698092440000001,0.846370533,0.59450625,0.80745137,0.831974,0.531974,8,1
9438177,44,bi-weekly,1,3275,0,3,3,2,3,1,700,88550,0.785763025,0.876627312,0.704540625,0.767745585,0.602912,0.802912,6,1
1928639,22,weekly,1,4005,0,3,10,6,3,1,400,41550,0.671352941,0.8766834259999999,0.534371875,0.73061024,0.5983649999999999,0.698365,11,0
3005304,66,bi-weekly,0,6675,0,6,3,4,1,1,400,59700,0.654766387,0.947420991,0.731860156,0.839308924,0.7313390000000001,0.7313390000000001,6,0
6691564,39,weekly,1,3493,0,3,2,5,3,1,1700,48650,0.654668908,0.873215568,0.722728125,0.853409557,0.598458,0.498458,3,0
6307249,39,bi-weekly,0,2297,0,3,3,4,2,1,1000,52800,0.66909916,0.851858502,0.5889203129999999,0.823413946,0.6266689999999999,0.726669,8,1
4939789,40,weekly,0,2620,6,0,2,2,3,1,1100,52650,0.8093159659999999,0.8731370079999999,0.6351679689999999,0.8384814890000001,0.7182029999999999,0.618203,4,0
4488789,23,weekly,0,3025,5,1,1,6,4,1,1050,81800,0.6879235290000001,0.8889387679999999,0.628210156,0.843768691,0.518471,0.818471,5,1
3231870,60,bi-weekly,0,3180,5,0,9,7,4,1,1150,66450,0.688936975,0.82838032,0.430969531,0.508766796,0.559096,0.459096,4,1
4891253,60,bi-weekly,1,5170,1,2,2,8,4,1,1200,67200,0.843511765,0.973233525,0.564648438,0.8219695709999999,0.547171,0.8471709999999999,5,0
8546747,66,weekly,1,1725,2,2,4,9,3,1,1200,35050,0.7170764709999999,0.955153528,0.840014844,0.862377008,0.7474430000000001,0.7474430000000001,7,0
3265474,34,bi-weekly,1,2550,0,2,8,2,3,1,700,79900,0.6300075629999999,0.8574586999999999,0.440982813,0.674343763,0.5008560000000001,0.400856,4,1
6587812,34,bi-weekly,1,2015,0,5,5,2,8,1,1600,51100,0.7027050420000001,0.741829772,0.408722656,0.42205548,0.519602,0.6196020000000001,11,0
6943764,19,bi-weekly,0,3115,6,1,0,2,3,1,900,61650,0.668842017,0.729664213,0.521530469,0.48575861,0.480691,0.580691,7,1
1327168,45,bi-weekly,0,1850,0,3,3,3,2,1,700,60600,0.7827218490000001,0.78350018,0.52546875,0.684032546,0.6071,0.6071,13,0
4867078,24,bi-weekly,1,4710,4,10,3,7,2,1,450,37650,0.606261345,0.87993805,0.488201562,0.660632462,0.805874,0.605874,4,1
8125443,40,bi-weekly,1,3290,0,6,7,1,4,1,800,76550,0.561035294,0.944985635,0.5056890620000001,0.6840419590000001,0.533181,0.7331810000000001,8,1
6765716,40,monthly,0,3975,0,2,4,7,3,1,400,44850,0.639662185,0.858580984,0.523305469,0.598809246,0.5263760000000001,0.626376,5,1
5309894,30,semi-monthly,0,1670,0,3,3,3,3,1,600,49800,0.7120109240000001,0.768775813,0.586407813,0.522543984,0.737837,0.637837,3,1
5700559,42,bi-weekly,1,3275,0,3,1,1,3,1,500,52250,0.540286555,0.911362004,0.4591375,0.730014692,0.432098,0.432098,4,1
2772888,50,bi-weekly,1,6620,6,3,3,5,2,1,500,61800,0.604153782,0.922719519,0.663914844,0.768551628,0.806578,0.7065779999999999,14,0
1463246,52,bi-weekly,1,7180,3,1,0,3,3,1,900,46450,0.6643579829999999,0.891183336,0.611907813,0.789874995,0.42626,0.62626,6,1
6531677,51,bi-weekly,0,2695,0,4,2,2,4,1,800,90100,0.799594958,0.916928533,0.529626563,0.724750593,0.860756,0.560756,5,0
1437389,52,bi-weekly,1,2510,2,9,10,2,3,1,1200,65100,0.747784034,0.973110074,0.399471875,0.733720611,0.764822,0.564822,8,0
8221640,42,weekly,1,5080,5,0,9,7,4,1,600,62900,0.7576840340000001,0.89573981,0.5216015629999999,0.7440297570000001,0.613088,0.813088,6,0
8072627,58,bi-weekly,0,2010,0,3,2,1,4,1,600,61200,0.697792437,0.890038607,0.715008594,0.821047155,0.766375,0.566375,6,1
9167945,45,bi-weekly,1,5350,0,10,7,2,8,1,500,62300,0.671522689,0.88001661,0.549244531,0.829295841,0.730506,0.830506,4,0
8166207,34,bi-weekly,1,2125,1,2,3,0,1,1,600,53700,0.7861672270000001,0.882193841,0.389507031,0.821623023,0.469448,0.6694479999999999,9,1
6056016,66,bi-weekly,1,5215,6,2,10,0,0,1,500,66900,0.693362185,0.911507901,0.436619531,0.848158293,0.7465189999999999,0.546519,6,0
5229552,48,bi-weekly,0,3030,0,6,1,2,3,1,600,66900,0.738934454,0.950686838,0.672674219,0.825322952,0.66585,0.56585,7,1
2200507,59,bi-weekly,1,3500,0,5,10,3,8,1,2100,84450,0.7500302520000001,0.913629018,0.7365039059999999,0.8661667829999999,0.8558040000000001,0.6558039999999999,6,0
2158204,58,bi-weekly,0,3603,5,4,4,3,1,1,2400,49750,0.641662185,0.930452056,0.6959257809999999,0.896707457,0.587291,0.787291,6,1
4252472,27,bi-weekly,0,3276,1,3,0,3,3,1,900,53900,0.721455462,0.8912618959999999,0.710521875,0.921186544,0.861894,0.761894,6,1
7260833,34,weekly,1,5642,0,3,2,2,3,1,600,43750,0.803233613,0.8766160890000001,0.642676562,0.723464517,0.6894680000000001,0.7894680000000001,9,0
9209967,42,bi-weekly,1,5997,1,4,1,1,3,1,400,71400,0.70384958,0.9002065,0.545459375,0.922511126,0.82076,0.7207600000000001,4,1
6493200,43,bi-weekly,1,6510,0,5,5,4,1,1,400,36400,0.840823529,0.901328784,0.626827344,0.631943464,0.8652569999999999,0.665257,3,0
5034378,57,bi-weekly,0,3090,0,5,9,6,2,1,600,64650,0.557751261,0.880083947,0.558548437,0.527389659,0.611548,0.511548,6,0
7634553,43,bi-weekly,1,5125,0,2,2,3,1,1,1200,67800,0.601426891,0.941753457,0.6982570309999999,0.846284369,0.84536,0.84536,6,1
9907762,49,bi-weekly,1,1795,0,2,9,6,3,1,400,54000,0.6738899159999999,0.851813611,0.584788281,0.642858426,0.8399469999999999,0.5399470000000001,8,1
6419188,39,semi-monthly,1,4235,0,6,10,7,3,1,1700,75900,0.724405042,0.905750584,0.60955625,0.8091721279999999,0.537249,0.837249,11,1
2898121,33,bi-weekly,1,3890,0,3,3,2,3,1,1150,87200,0.6852512609999999,0.859804274,0.6988023440000001,0.847363373,0.610753,0.610753,4,0
5450058,32,bi-weekly,0,2580,0,1,2,2,2,1,800,65900,0.68807563,0.93955378,0.761851563,0.891258532,0.5900350000000001,0.6900350000000001,6,0
4296677,54,bi-weekly,1,6585,0,3,3,6,4,1,600,77550,0.5727781510000001,0.902350063,0.517760156,0.6955841290000001,0.514053,0.514053,6,1
3509870,36,monthly,0,4610,5,1,1,2,2,1,400,48900,0.680262185,0.921451338,0.6776695309999999,0.794716392,0.674146,0.8741459999999999,6,0
