tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-00022,S-0013,2011-07-27,1,1,No,1,8.5631777791379
TA-00024,S-0066,2013-08-01,0,0,Yes,1,20.9349944080613
TA-00024,S-0066,2013-08-01,0,0,Yes,2,11.3702753682055
TA-00024,S-0066,2013-08-01,0,0,Yes,5,5.63366959153809
TA-00024,S-0066,2013-08-01,0,0,Yes,10,3.71961295994391
TA-00024,S-0066,2013-08-01,0,0,Yes,25,2.57340462823345
TA-00024,S-0066,2013-08-01,0,0,Yes,50,2.25624989567278
TA-00024,S-0066,2013-08-01,0,0,Yes,100,2.11436488373775
TA-00024,S-0066,2013-08-01,0,0,Yes,250,2.03090311201126
TA-00025,S-0066,2013-08-01,0,0,Yes,1,20.7819811598961
TA-00025,S-0066,2013-08-01,0,0,Yes,2,11.2172621200403
TA-00025,S-0066,2013-08-01,0,0,Yes,5,5.47787428431531
TA-00025,S-0066,2013-08-01,0,0,Yes,10,3.56659971177868
TA-00025,S-0066,2013-08-01,0,0,Yes,25,2.41760932101067
TA-00025,S-0066,2013-08-01,0,0,Yes,50,2.10323664750755
TA-00025,S-0066,2013-08-01,0,0,Yes,100,1.96135163557252
TA-00025,S-0066,2013-08-01,0,0,Yes,250,1.87788986384603
TA-00027,S-0062,1993-09-24,30,1,No,1,2.73754611262888
TA-00028,S-0062,2011-06-24,3,0,Yes,5,16.7090466996433
TA-00028,S-0062,2011-06-24,3,0,Yes,10,10.1517335009988
TA-00031,S-0014,2002-07-29,2,0,Yes,2,25.0190571045442
TA-00031,S-0014,2002-07-29,2,0,Yes,4,14.5863356387329
TA-00031,S-0014,2002-07-29,2,0,Yes,6,11.1087618167958
TA-00031,S-0014,2002-07-29,2,0,Yes,8,9.3699749058273
TA-00031,S-0014,2002-07-29,2,0,Yes,10,8.32670275924617
TA-00031,S-0014,2002-07-29,2,0,Yes,12,7.63118799485875
TA-00034,S-0062,2014-08-07,50,0,Yes,1,94.0252499680063
TA-00034,S-0062,1993-02-02,280,1,Yes,1,4.82965452390623
TA-00034,S-0062,2014-08-07,50,0,Yes,6,22.6626530827996
TA-00034,S-0062,2014-08-07,50,0,Yes,10,16.9538678967077
TA-00034,S-0062,2014-08-07,50,0,Yes,20,11.676301864536
TA-00034,S-0062,2014-08-07,50,0,Yes,50,8.96935840154015
TA-00037,S-0062,1994-09-01,600,1,No,1,1.56351719034292
TA-00046,S-0026,2010-11-19,15,1,No,1,228.148317132476
TA-00047,S-0072,2006-04-12,10,1,No,1,7.83427830605988
TA-00048,S-0026,2009-09-01,180,20,No,1,2.94063642383
TA-00052,S-0066,2013-10-01,0,0,Yes,1,29.5593774864653
TA-00052,S-0066,2013-10-01,0,0,Yes,2,17.699459724131
TA-00052,S-0066,2013-10-01,0,0,Yes,5,10.582952654919
TA-00052,S-0066,2013-10-01,0,0,Yes,10,8.20985627882909
TA-00052,S-0066,2013-10-01,0,0,Yes,25,6.7882241004212
TA-00052,S-0066,2013-10-01,0,0,Yes,50,6.3792614189614
TA-00052,S-0066,2013-10-01,0,0,Yes,100,6.19286346210557
TA-00052,S-0066,2013-10-01,0,0,Yes,250,6.08158109980359
TA-00054,S-0064,2005-06-21,5,0,Yes,2,38.7874673803575
TA-00054,S-0064,2005-06-21,5,0,Yes,3,27.9596935283742
TA-00054,S-0064,2005-06-21,5,0,Yes,4,22.5931016063609
TA-00054,S-0064,2005-06-21,5,0,Yes,6,16.575507864881
TA-00056,S-0066,2013-09-01,0,0,Yes,1,28.646862115589
TA-00056,S-0066,2013-09-01,0,0,Yes,2,16.7869443532547
TA-00056,S-0066,2013-09-01,0,0,Yes,5,9.67043728404266
TA-00056,S-0066,2013-09-01,0,0,Yes,10,7.30012296701034
TA-00056,S-0066,2013-09-01,0,0,Yes,25,5.87570872954491
TA-00056,S-0066,2013-09-01,0,0,Yes,50,5.46952810714266
TA-00056,S-0066,2013-09-01,0,0,Yes,100,5.28034809122928
TA-00056,S-0066,2013-09-01,0,0,Yes,250,5.16906572892729
TA-00058,S-0072,2014-07-29,2,0,Yes,2,11.9155589434853
TA-00058,S-0072,2014-07-29,2,0,Yes,4,8.64663955086438
TA-00058,S-0072,2014-07-29,2,0,Yes,6,7.22778943151405
TA-00058,S-0072,2014-07-29,2,0,Yes,8,6.45159495445769
TA-00061,S-0066,2013-06-01,0,0,Yes,1,21.3217006170607
TA-00061,S-0066,2013-06-01,0,0,Yes,2,11.7569815772049
TA-00061,S-0066,2013-06-01,0,0,Yes,5,6.02037580053749
TA-00061,S-0066,2013-06-01,0,0,Yes,10,4.10631916894332
TA-00061,S-0066,2013-06-01,0,0,Yes,25,2.9573287781753
TA-00061,S-0066,2013-06-01,0,0,Yes,50,2.64295610467219
TA-00061,S-0066,2013-06-01,0,0,Yes,100,2.50107109273716
TA-00061,S-0066,2013-06-01,0,0,Yes,250,2.41760932101067
TA-00062,S-0041,2014-06-03,200,60,No,60,2.37587843514742
TA-00063,S-0041,2014-06-03,200,40,No,40,1.54960689505517
TA-00064,S-0041,2014-06-03,300,60,No,60,2.18391636017649
TA-00066,S-0062,1999-04-06,8821,1,No,1,1.26305481212755
TA-00068,S-0026,2002-08-19,701,1,Yes,1,4.78792363804299
TA-00073,S-0026,2000-07-05,115,1,No,1,10.7470941393144
TA-00076,S-0066,2013-08-11,0,0,Yes,1,22.5068577755769
TA-00076,S-0066,2013-08-11,0,0,Yes,2,12.9421387357211
TA-00076,S-0066,2013-08-11,0,0,Yes,5,7.2027508999961
TA-00076,S-0066,2013-08-11,0,0,Yes,10,5.29147632745948
TA-00076,S-0066,2013-08-11,0,0,Yes,25,4.14248593669146
TA-00076,S-0066,2013-08-11,0,0,Yes,50,3.8253312041308
TA-00076,S-0066,2013-08-11,0,0,Yes,100,3.68622825125332
TA-00076,S-0066,2013-08-11,0,0,Yes,250,3.59998442046928
TA-00077,S-0066,2012-04-05,5,0,Yes,3,35.3043294403054
TA-00077,S-0066,2012-04-05,5,0,Yes,6,23.1578595950435
TA-00077,S-0066,2012-04-05,5,0,Yes,9,18.792808933748
TA-00077,S-0066,2012-04-05,5,0,Yes,12,16.2472248960901
TA-00078,S-0066,2013-06-01,0,0,Yes,1,21.6054706409308
TA-00078,S-0066,2013-06-01,0,0,Yes,2,12.040751601075
TA-00078,S-0066,2013-06-01,0,0,Yes,5,6.30136376535001
TA-00078,S-0066,2013-06-01,0,0,Yes,10,4.38730713375583
TA-00078,S-0066,2013-06-01,0,0,Yes,25,3.24109880204537
TA-00078,S-0066,2013-06-01,0,0,Yes,50,2.92394406948471
TA-00078,S-0066,2013-06-01,0,0,Yes,100,2.78205905754967
TA-00078,S-0066,2013-06-01,0,0,Yes,250,2.69859728582318
TA-00080,S-0066,2013-08-11,0,0,Yes,1,21.5387012235496
TA-00080,S-0066,2013-08-11,0,0,Yes,2,11.9739821836938
TA-00080,S-0066,2013-08-11,0,0,Yes,5,6.23459434796882
TA-00080,S-0066,2013-08-11,0,0,Yes,10,4.32053771637464
TA-00080,S-0066,2013-08-11,0,0,Yes,25,3.17432938466418
TA-00080,S-0066,2013-08-11,0,0,Yes,50,2.85717465210351
TA-00080,S-0066,2013-08-11,0,0,Yes,100,2.71807169922603
TA-00080,S-0066,2013-08-11,0,0,Yes,250,2.63182786844199
TA-00082,S-0066,2013-08-11,0,0,Yes,1,21.4914062195712
TA-00082,S-0066,2013-08-11,0,0,Yes,2,11.9266871797154
TA-00082,S-0066,2013-08-11,0,0,Yes,5,6.18729934399047
TA-00082,S-0066,2013-08-11,0,0,Yes,10,4.2732427123963
TA-00082,S-0066,2013-08-11,0,0,Yes,25,3.12703438068583
TA-00082,S-0066,2013-08-11,0,0,Yes,50,2.80987964812517
TA-00082,S-0066,2013-08-11,0,0,Yes,100,2.66799463619014
TA-00082,S-0066,2013-08-11,0,0,Yes,250,2.58453286446365
TA-00083,S-0066,2013-06-01,0,0,Yes,1,21.4914062195712
TA-00083,S-0066,2013-06-01,0,0,Yes,2,11.9266871797154
TA-00083,S-0066,2013-06-01,0,0,Yes,5,6.18729934399047
TA-00083,S-0066,2013-06-01,0,0,Yes,10,4.2732427123963
TA-00083,S-0066,2013-06-01,0,0,Yes,25,3.12703438068583
TA-00083,S-0066,2013-06-01,0,0,Yes,50,2.80987964812517
TA-00083,S-0066,2013-06-01,0,0,Yes,100,2.66799463619014
TA-00083,S-0066,2013-06-01,0,0,Yes,250,2.58453286446365
TA-00084,S-0066,2013-08-11,0,0,Yes,1,21.5971244637581
TA-00084,S-0066,2013-08-11,0,0,Yes,2,12.0324054239023
TA-00084,S-0066,2013-08-11,0,0,Yes,5,6.29301758817736
TA-00084,S-0066,2013-08-11,0,0,Yes,10,4.37896095658319
TA-00084,S-0066,2013-08-11,0,0,Yes,25,3.23275262487272
TA-00084,S-0066,2013-08-11,0,0,Yes,50,2.91559789231206
TA-00084,S-0066,2013-08-11,0,0,Yes,100,2.77371288037702
TA-00084,S-0066,2013-08-11,0,0,Yes,250,2.69025110865053
TA-00085,S-0066,2013-06-01,0,0,Yes,1,21.5637397550675
TA-00085,S-0066,2013-06-01,0,0,Yes,2,11.9990207152117
TA-00085,S-0066,2013-06-01,0,0,Yes,5,6.25963287948677
TA-00085,S-0066,2013-06-01,0,0,Yes,10,4.34557624789259
TA-00085,S-0066,2013-06-01,0,0,Yes,25,3.19936791618212
TA-00085,S-0066,2013-06-01,0,0,Yes,50,2.88221318362146
TA-00085,S-0066,2013-06-01,0,0,Yes,100,2.74311023074398
TA-00085,S-0066,2013-06-01,0,0,Yes,250,2.65686639995994
TA-00086,S-0066,2013-08-11,0,0,Yes,1,21.1909438413559
TA-00086,S-0066,2013-08-11,0,0,Yes,2,11.6262248015001
TA-00086,S-0066,2013-08-11,0,0,Yes,5,5.88683696577511
TA-00086,S-0066,2013-08-11,0,0,Yes,10,3.97556239323848
TA-00086,S-0066,2013-08-11,0,0,Yes,25,2.82657200247047
TA-00086,S-0066,2013-08-11,0,0,Yes,50,2.51219932896735
TA-00086,S-0066,2013-08-11,0,0,Yes,100,2.37031431703232
TA-00086,S-0066,2013-08-11,0,0,Yes,250,2.28685254530583
TA-00087,S-0066,2013-06-01,0,0,Yes,1,21.2159823728738
TA-00087,S-0066,2013-06-01,0,0,Yes,2,11.651263333018
TA-00087,S-0066,2013-06-01,0,0,Yes,5,5.91187549729306
TA-00087,S-0066,2013-06-01,0,0,Yes,10,4.00060092475643
TA-00087,S-0066,2013-06-01,0,0,Yes,25,2.85161053398842
TA-00087,S-0066,2013-06-01,0,0,Yes,50,2.5372378604853
TA-00087,S-0066,2013-06-01,0,0,Yes,100,2.39535284855027
TA-00087,S-0066,2013-06-01,0,0,Yes,250,2.30910901776623
TA-00088,S-0013,2011-05-01,8,8,No,8,7.56163651842001
TA-00091,S-0066,2013-06-01,0,0,Yes,1,21.5387012235496
TA-00091,S-0066,2013-06-01,0,0,Yes,2,11.9739821836938
TA-00091,S-0066,2013-06-01,0,0,Yes,5,6.23459434796882
TA-00091,S-0066,2013-06-01,0,0,Yes,10,4.32053771637464
TA-00091,S-0066,2013-06-01,0,0,Yes,25,3.17432938466418
TA-00091,S-0066,2013-06-01,0,0,Yes,50,2.85717465210351
TA-00091,S-0066,2013-06-01,0,0,Yes,100,2.71807169922603
TA-00091,S-0066,2013-06-01,0,0,Yes,250,2.63182786844199
TA-00092,S-0066,2013-06-01,0,0,Yes,1,21.5720859322402
TA-00092,S-0066,2013-06-01,0,0,Yes,2,12.0073668923844
TA-00092,S-0066,2013-06-01,0,0,Yes,5,6.26797905665941
TA-00092,S-0066,2013-06-01,0,0,Yes,10,4.35392242506524
TA-00092,S-0066,2013-06-01,0,0,Yes,25,3.20771409335477
TA-00092,S-0066,2013-06-01,0,0,Yes,50,2.89055936079411
TA-00092,S-0066,2013-06-01,0,0,Yes,100,2.75145640791663
TA-00092,S-0066,2013-06-01,0,0,Yes,250,2.66521257713259
TA-00093,S-0066,2013-06-01,0,0,Yes,1,21.5971244637581
TA-00093,S-0066,2013-06-01,0,0,Yes,2,12.0324054239023
TA-00093,S-0066,2013-06-01,0,0,Yes,5,6.29301758817736
TA-00093,S-0066,2013-06-01,0,0,Yes,10,4.37896095658319
TA-00093,S-0066,2013-06-01,0,0,Yes,25,3.23275262487272
TA-00093,S-0066,2013-06-01,0,0,Yes,50,2.91559789231206
TA-00093,S-0066,2013-06-01,0,0,Yes,100,2.77371288037702
TA-00093,S-0066,2013-06-01,0,0,Yes,250,2.69025110865053
TA-00096,S-0066,2013-06-01,0,0,Yes,1,21.3801238572692
TA-00096,S-0066,2013-06-01,0,0,Yes,2,11.8154048174135
TA-00096,S-0066,2013-06-01,0,0,Yes,5,6.07879904074604
TA-00096,S-0066,2013-06-01,0,0,Yes,10,4.16474240915186
TA-00096,S-0066,2013-06-01,0,0,Yes,25,3.0185340774414
TA-00096,S-0066,2013-06-01,0,0,Yes,50,2.70137934488073
TA-00096,S-0066,2013-06-01,0,0,Yes,100,2.5594943329457
TA-00096,S-0066,2013-06-01,0,0,Yes,250,2.47603256121921
TA-00099,S-0066,2013-10-01,0,0,Yes,1,27.3420764175982
TA-00099,S-0066,2013-10-01,0,0,Yes,2,17.1513940897937
TA-00099,S-0066,2013-10-01,0,0,Yes,5,11.0364282812996
TA-00099,S-0066,2013-10-01,0,0,Yes,10,8.99996105117319
TA-00099,S-0066,2013-10-01,0,0,Yes,25,7.77585506585134
TA-00099,S-0066,2013-10-01,0,0,Yes,50,7.43644386083028
TA-00099,S-0066,2013-10-01,0,0,Yes,100,7.2806485536075
TA-00099,S-0066,2013-10-01,0,0,Yes,250,7.18884060470836
TA-00101,S-0014,2005-05-01,5,1,No,1,7.09425059675167
TA-00104,S-0041,2013-02-07,1,0,Yes,1,29.487043950969
TA-00104,S-0041,2013-02-07,1,0,Yes,6,7.93165037307412
TA-00104,S-0041,2013-02-07,1,0,Yes,20,3.95330592077809
TA-00105,S-0066,2012-01-26,2,0,Yes,2,107.83817318874
TA-00105,S-0066,2012-01-26,2,0,Yes,4,61.9648013888039
TA-00105,S-0066,2012-01-26,2,0,Yes,6,46.427001552389
TA-00105,S-0066,2012-01-26,2,0,Yes,8,38.840326502451
TA-00105,S-0066,2012-01-26,2,0,Yes,10,34.2888778842997
TA-00107,S-0072,2012-07-11,5,0,Yes,2,23.5584760993306
TA-00107,S-0072,2012-07-11,5,0,Yes,4,20.6150576164431
TA-00107,S-0072,2012-07-11,5,0,Yes,6,18.8456680558415
TA-00107,S-0072,2012-07-11,5,0,Yes,8,17.668857074498
TA-00108,S-0066,2013-10-01,0,0,Yes,1,31.2369590981677
TA-00108,S-0066,2013-10-01,0,0,Yes,2,21.0462767703633
TA-00108,S-0066,2013-10-01,0,0,Yes,5,14.9340930209266
TA-00108,S-0066,2013-10-01,0,0,Yes,10,12.8948437317427
TA-00108,S-0066,2013-10-01,0,0,Yes,25,11.6735198054784
TA-00108,S-0066,2013-10-01,0,0,Yes,50,11.3313265413998
TA-00108,S-0066,2013-10-01,0,0,Yes,100,11.1783132932346
TA-00108,S-0066,2013-10-01,0,0,Yes,250,11.0865053443354
TA-00114,S-0072,2002-08-26,791,10,Yes,1,1.30756775704835
TA-00114,S-0072,2014-06-10,150,1,Yes,1,5.63923370965319
TA-00117,S-0041,2013-02-07,1,0,Yes,1,24.9912365139687
TA-00117,S-0041,2013-02-07,1,0,Yes,6,5.26921985499908
TA-00117,S-0041,2013-02-07,1,0,Yes,20,1.62750454866656
TA-00119,S-0066,2013-07-01,0,0,Yes,1,21.6555477039667
TA-00119,S-0066,2013-07-01,0,0,Yes,2,12.0908286641109
TA-00119,S-0066,2013-07-01,0,0,Yes,5,6.3514408283859
TA-00119,S-0066,2013-07-01,0,0,Yes,10,4.44016625584928
TA-00119,S-0066,2013-07-01,0,0,Yes,25,3.29117586508126
TA-00119,S-0066,2013-07-01,0,0,Yes,50,2.97680319157815
TA-00119,S-0066,2013-07-01,0,0,Yes,100,2.83491817964312
TA-00119,S-0066,2013-07-01,0,0,Yes,250,2.74867434885908
TA-00120,S-0066,2013-07-01,0,0,Yes,1,21.4663676880533
TA-00120,S-0066,2013-07-01,0,0,Yes,2,11.9016486481975
TA-00120,S-0066,2013-07-01,0,0,Yes,5,6.16504287153008
TA-00120,S-0066,2013-07-01,0,0,Yes,10,4.2509862399359
TA-00120,S-0066,2013-07-01,0,0,Yes,25,3.10199584916789
TA-00120,S-0066,2013-07-01,0,0,Yes,50,2.78762317566477
TA-00120,S-0066,2013-07-01,0,0,Yes,100,2.64573816372974
TA-00120,S-0066,2013-07-01,0,0,Yes,250,2.56227639200325
TA-00121,S-0066,2013-07-01,0,0,Yes,1,21.4663676880533
TA-00121,S-0066,2013-07-01,0,0,Yes,2,11.9016486481975
TA-00121,S-0066,2013-07-01,0,0,Yes,5,6.16504287153008
TA-00121,S-0066,2013-07-01,0,0,Yes,10,4.2509862399359
TA-00121,S-0066,2013-07-01,0,0,Yes,25,3.10199584916789
TA-00121,S-0066,2013-07-01,0,0,Yes,50,2.78762317566477
TA-00121,S-0066,2013-07-01,0,0,Yes,100,2.64573816372974
TA-00121,S-0066,2013-07-01,0,0,Yes,250,2.56227639200325
TA-00123,S-0066,2013-09-01,0,0,Yes,1,28.5244515170568
TA-00123,S-0066,2013-09-01,0,0,Yes,2,16.6645337547225
TA-00123,S-0066,2013-09-01,0,0,Yes,5,9.54802668551048
TA-00123,S-0066,2013-09-01,0,0,Yes,10,7.17771236847816
TA-00123,S-0066,2013-09-01,0,0,Yes,25,5.75329813101272
TA-00123,S-0066,2013-09-01,0,0,Yes,50,5.34433544955292
TA-00123,S-0066,2013-09-01,0,0,Yes,100,5.15793749269709
TA-00123,S-0066,2013-09-01,0,0,Yes,250,5.04665513039511
TA-00125,S-0066,2013-10-01,0,0,Yes,1,28.5717465210351
TA-00125,S-0066,2013-10-01,0,0,Yes,2,16.7118287587009
TA-00125,S-0066,2013-10-01,0,0,Yes,5,9.59532168948882
TA-00125,S-0066,2013-10-01,0,0,Yes,10,7.22222531339895
TA-00125,S-0066,2013-10-01,0,0,Yes,25,5.80059313499107
TA-00125,S-0066,2013-10-01,0,0,Yes,50,5.39163045353127
TA-00125,S-0066,2013-10-01,0,0,Yes,100,5.20523249667544
TA-00125,S-0066,2013-10-01,0,0,Yes,250,5.09395013437345
TA-00128,S-0064,2012-02-06,1,0,Yes,5,25.3362118371049
TA-00128,S-0064,2012-02-06,1,0,Yes,10,15.7937492697095
TA-00128,S-0064,2012-02-06,1,0,Yes,15,12.6138557669302
TA-00128,S-0064,2012-02-06,1,0,Yes,20,11.0225179860118
TA-00130,S-0054,2001-04-10,0,0,Yes,1,14.1551164848127
TA-00130,S-0054,2001-04-10,0,0,Yes,2,9.16688459462618
TA-00130,S-0054,2001-04-10,0,0,Yes,3,7.45870033329067
TA-00130,S-0054,2001-04-10,0,0,Yes,5,6.14556845812723
TA-00130,S-0054,2001-04-10,0,0,Yes,10,5.1301169021216
TA-00130,S-0054,2001-04-10,0,0,Yes,20,4.62656421270511
TA-00132,S-0066,2013-10-01,0,0,Yes,1,28.2351173750716
TA-00132,S-0066,2013-10-01,0,0,Yes,2,16.3751996127374
TA-00132,S-0066,2013-10-01,0,0,Yes,5,9.25869254352531
TA-00132,S-0066,2013-10-01,0,0,Yes,10,6.88837822649299
TA-00132,S-0066,2013-10-01,0,0,Yes,25,5.46396398902756
TA-00132,S-0066,2013-10-01,0,0,Yes,50,5.05778336662531
TA-00132,S-0066,2013-10-01,0,0,Yes,100,4.86860335071193
TA-00132,S-0066,2013-10-01,0,0,Yes,250,4.75732098840994
TA-00140,S-0066,2011-05-12,100,1,Yes,1,3.47479176287954
TA-00140,S-0066,2011-08-01,3223,1,Yes,1,1.64697896206941
TA-00140,S-0087,2009-07-10,1384,10,Yes,1,2.35640402174457
TA-00141,S-0064,2011-11-12,18,0,Yes,10,22.2147415745341
TA-00141,S-0064,2011-11-12,18,0,Yes,15,18.008268279519
TA-00141,S-0064,2011-11-12,18,0,Yes,20,15.9050316320115
TA-00141,S-0064,2011-11-12,18,0,Yes,25,14.6419768198839
TA-00141,S-0064,2011-11-12,18,0,Yes,30,13.8017949845039
TA-00144,S-0066,2009-03-03,4,0,Yes,1,259.85544421137
TA-00144,S-0066,2009-03-03,4,0,Yes,2,141.612370147393
TA-00144,S-0066,2009-03-03,4,0,Yes,3,102.198939479087
TA-00145,S-0066,2013-06-01,0,0,Yes,1,21.9921768499302
TA-00145,S-0066,2013-06-01,0,0,Yes,2,12.4274578100744
TA-00145,S-0066,2013-06-01,0,0,Yes,5,6.68806997434941
TA-00145,S-0066,2013-06-01,0,0,Yes,10,4.77679540181279
TA-00145,S-0066,2013-06-01,0,0,Yes,25,3.62780501104477
TA-00145,S-0066,2013-06-01,0,0,Yes,50,3.31343233754166
TA-00145,S-0066,2013-06-01,0,0,Yes,100,3.17154732560663
TA-00145,S-0066,2013-06-01,0,0,Yes,250,3.08530349482259
TA-00147,S-0066,2013-06-01,0,0,Yes,1,22.067292444484
TA-00147,S-0066,2013-06-01,0,0,Yes,2,12.5025734046282
TA-00147,S-0066,2013-06-01,0,0,Yes,5,6.76318556890326
TA-00147,S-0066,2013-06-01,0,0,Yes,10,4.84912893730908
TA-00147,S-0066,2013-06-01,0,0,Yes,25,3.70292060559862
TA-00147,S-0066,2013-06-01,0,0,Yes,50,3.38576587303795
TA-00147,S-0066,2013-06-01,0,0,Yes,100,3.24666292016047
TA-00147,S-0066,2013-06-01,0,0,Yes,250,3.16041908937643
TA-00148,S-0066,2013-08-11,0,0,Yes,1,21.8280353655347
TA-00148,S-0066,2013-08-11,0,0,Yes,2,12.263316325679
TA-00148,S-0066,2013-08-11,0,0,Yes,5,6.52392848995398
TA-00148,S-0066,2013-08-11,0,0,Yes,10,4.61265391741736
TA-00148,S-0066,2013-08-11,0,0,Yes,25,3.46366352664934
TA-00148,S-0066,2013-08-11,0,0,Yes,50,3.14929085314623
TA-00148,S-0066,2013-08-11,0,0,Yes,100,3.0074058412112
TA-00148,S-0066,2013-08-11,0,0,Yes,250,2.92394406948471
TA-00149,S-0066,2013-08-11,0,0,Yes,1,21.7612659481535
TA-00149,S-0066,2013-08-11,0,0,Yes,2,12.1965469082978
TA-00149,S-0066,2013-08-11,0,0,Yes,5,6.45715907257279
TA-00149,S-0066,2013-08-11,0,0,Yes,10,4.54588450003617
TA-00149,S-0066,2013-08-11,0,0,Yes,25,3.39689410926815
TA-00149,S-0066,2013-08-11,0,0,Yes,50,3.08252143576504
TA-00149,S-0066,2013-08-11,0,0,Yes,100,2.94063642383
TA-00149,S-0066,2013-08-11,0,0,Yes,250,2.85717465210351
TA-00150,S-0066,2013-08-11,0,0,Yes,1,21.8280353655347
TA-00150,S-0066,2013-08-11,0,0,Yes,2,12.263316325679
TA-00150,S-0066,2013-08-11,0,0,Yes,5,6.52392848995398
TA-00150,S-0066,2013-08-11,0,0,Yes,10,4.61265391741736
TA-00150,S-0066,2013-08-11,0,0,Yes,25,3.46366352664934
TA-00150,S-0066,2013-08-11,0,0,Yes,50,3.14929085314623
TA-00150,S-0066,2013-08-11,0,0,Yes,100,3.0074058412112
TA-00150,S-0066,2013-08-11,0,0,Yes,250,2.92394406948471
TA-00153,S-0066,2013-07-01,0,0,Yes,1,21.4747138652259
TA-00153,S-0066,2013-07-01,0,0,Yes,2,11.9099948253702
TA-00153,S-0066,2013-07-01,0,0,Yes,5,6.17338904870273
TA-00153,S-0066,2013-07-01,0,0,Yes,10,4.25933241710855
TA-00153,S-0066,2013-07-01,0,0,Yes,25,3.11034202634053
TA-00153,S-0066,2013-07-01,0,0,Yes,50,2.79596935283742
TA-00153,S-0066,2013-07-01,0,0,Yes,100,2.65408434090239
TA-00153,S-0066,2013-07-01,0,0,Yes,250,2.5706225691759
TA-00154,S-0066,1995-07-31,0,0,Yes,5,18.4645259649572
TA-00154,S-0066,1995-07-31,0,0,Yes,10,12.9004078498578
TA-00154,S-0066,1995-07-31,0,0,Yes,15,11.0475565175298
TA-00154,S-0066,1995-07-31,0,0,Yes,20,10.1183487923082
TA-00156,S-0072,2013-09-26,1,0,Yes,1,12.2521880894488
TA-00156,S-0072,2013-09-26,1,0,Yes,2,8.5464854247926
TA-00156,S-0072,2013-09-26,1,0,Yes,3,7.59780328616816
TA-00156,S-0072,2013-09-26,1,0,Yes,4,6.40986406859445
TA-00156,S-0072,2013-09-26,1,0,Yes,5,5.69765694986173
TA-00157,S-0066,2013-12-02,1,0,Yes,1,25.7006615736439
TA-00157,S-0066,2013-12-02,1,0,Yes,2,15.5099792458394
